time_tag,flux
2026-06-24 12:00:02,1.199542179540202
2026-06-24 12:00:03,0.9230091899893571
2026-06-24 12:00:04,1.109891008085626
2026-06-24 12:00:05,1.0025768363697578
2026-06-24 12:00:06,1.0883109393206298
2026-06-24 12:00:07,0.9808967904644759
2026-06-24 12:00:08,0.9462277835591465
2026-06-24 12:00:09,0.9740983934329343
2026-06-24 12:00:10,0.9532667145116611
2026-06-24 12:00:11,1.2885469792184967
2026-06-24 12:00:12,1.0796047470316936
2026-06-24 12:00:13,1.0612890715609176
2026-06-24 12:00:14,1.0491250315812368
2026-06-24 12:00:15,1.0322563939820921
2026-06-24 12:00:16,1.128196934998877
2026-06-24 12:00:17,0.9774361910343152
2026-06-24 12:00:18,0.898144198819745
2026-06-24 12:00:19,0.9040243196967956
2026-06-24 12:00:20,0.9067589958001154
2026-06-24 12:00:21,0.9120543910677402
2026-06-24 12:00:22,0.8947442057637006
2026-06-24 12:00:23,0.9235151764933001
2026-06-24 12:00:24,0.9073217288889881
2026-06-24 12:00:25,0.8078627193445335
2026-06-24 12:00:26,0.8555123981639028
2026-06-24 12:00:27,1.0150719082803097
2026-06-24 12:00:28,0.8612628179680863
2026-06-24 12:00:29,0.9404026814304298
2026-06-24 12:00:30,0.943346864381965
2026-06-24 12:00:31,1.0140177696192523
2026-06-24 12:00:32,0.9995139253064574
2026-06-24 12:00:33,0.8991707927279023
2026-06-24 12:00:34,1.078040263239843
2026-06-24 12:00:35,1.042200852086519
2026-06-24 12:00:36,1.1100771598842816
2026-06-24 12:00:37,1.0848711441523686
2026-06-24 12:00:38,0.9496096050210434
2026-06-24 12:00:39,0.9683311602326206
2026-06-24 12:00:40,1.1010665300984008
2026-06-24 12:00:41,1.0384274076754851
2026-06-24 12:00:42,1.1439614926540118
2026-06-24 12:00:43,0.9900515762508858
2026-06-24 12:00:44,1.1090365634674417
2026-06-24 12:00:45,1.0158060863334384
2026-06-24 12:00:46,1.153133201926361
2026-06-24 12:00:47,0.9453421804704722
2026-06-24 12:00:48,1.009167624094442
2026-06-24 12:00:49,0.9857100573745478
2026-06-24 12:00:50,0.9752439278284915
2026-06-24 12:00:51,0.9679064940380322
2026-06-24 12:00:52,1.0809882790289993
2026-06-24 12:00:53,1.1106761441200947
2026-06-24 12:00:54,1.0533630342803353
2026-06-24 12:00:55,0.9930312106377323
2026-06-24 12:00:56,0.9782726522327453
2026-06-24 12:00:57,1.1895710044432646
2026-06-24 12:00:58,1.1077036292099824
2026-06-24 12:00:59,0.904216669327121
2026-06-24 12:01:00,1.0189680893276742
2026-06-24 12:01:01,1.0443740899320042
2026-06-24 12:01:02,1.1004039200490092
2026-06-24 12:01:03,0.9534603020897224
2026-06-24 12:01:04,1.0614298220515255
2026-06-24 12:01:05,1.1847353969566161
2026-06-24 12:01:06,0.9463301646570993
2026-06-24 12:01:07,0.9927291624468899
2026-06-24 12:01:08,0.9623172609381302
2026-06-24 12:01:09,0.9982922006437035
2026-06-24 12:01:10,0.8900332233949595
2026-06-24 12:01:11,1.0511676475981817
2026-06-24 12:01:12,0.8989245867068627
2026-06-24 12:01:13,0.9745157706103726
2026-06-24 12:01:14,0.8294437933918564
2026-06-24 12:01:15,1.0641020959743581
2026-06-24 12:01:16,1.121014394345904
2026-06-24 12:01:17,0.8816596069211821
2026-06-24 12:01:18,1.0543044993986699
2026-06-24 12:01:19,1.1253083730633713
2026-06-24 12:01:20,0.9383281491960958
2026-06-24 12:01:21,0.802241884704951
2026-06-24 12:01:22,0.8221240083417938
2026-06-24 12:01:23,0.9260393462993227
2026-06-24 12:01:24,1.0631934407423913
2026-06-24 12:01:25,1.0898072641811836
2026-06-24 12:01:26,1.027297854967335
2026-06-24 12:01:27,0.9405307385886461
2026-06-24 12:01:28,1.1228280363466454
2026-06-24 12:01:29,0.7974279232706143
2026-06-24 12:01:30,0.8857134408150219
2026-06-24 12:01:31,1.0232172865269156
2026-06-24 12:01:32,1.0309328888467753
2026-06-24 12:01:33,1.0683542775970065
2026-06-24 12:01:34,0.9552542628160098
2026-06-24 12:01:35,0.8732868508489908
2026-06-24 12:01:36,1.0200315958804744
2026-06-24 12:01:37,1.0163753697659645
2026-06-24 12:01:38,1.0503895007423225
2026-06-24 12:01:39,1.028970487968881
